# WHO growth reference table, vendored for PoshanNetra AI (Section 6.4).
# source_url: https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/weight-for-length-height/expanded-tables/wfh-boys-zscore-expanded-tables.xlsx
# retrieved: 2026-08-28
# sha256(source_xlsx): ed3b590f9c65937a138408b13618f33684bb6406a0c56d6a2ce3fd9053a3f59f
# key column 'Height' is in cms; rows: 551
# sd* columns are WHO's OWN published cut-offs, kept only so the test
# suite can prove our LMS implementation reproduces them exactly.
key,l,m,s,sd3neg,sd2neg,sd2pos,sd3pos
87.2,-0.3521,12.2136,0.08084,9.678,10.436,14.426,15.738
87.3,-0.3521,12.2382,0.08082,9.698,10.458,14.454,15.768
87.4,-0.3521,12.2627,0.08079,9.718,10.479,14.482,15.798
87.5,-0.3521,12.2871,0.08076,9.738,10.501,14.51,15.828
87.6,-0.3521,12.3116,0.08074,9.758,10.522,14.538,15.859
87.7,-0.3521,12.336,0.08071,9.778,10.544,14.566,15.889
87.8,-0.3521,12.3603,0.08069,9.798,10.565,14.594,15.919
87.9,-0.3521,12.3846,0.08067,9.818,10.586,14.622,15.949
88,-0.3521,12.4089,0.08064,9.838,10.607,14.65,15.979
88.1,-0.3521,12.4332,0.08062,9.858,10.629,14.678,16.009
88.2,-0.3521,12.4574,0.0806,9.877,10.65,14.706,16.039
88.3,-0.3521,12.4815,0.08058,9.897,10.671,14.734,16.069
88.4,-0.3521,12.5057,0.08056,9.917,10.692,14.762,16.099
88.5,-0.3521,12.5298,0.08054,9.937,10.713,14.79,16.129
88.6,-0.3521,12.5538,0.08052,9.956,10.734,14.818,16.159
88.7,-0.3521,12.5778,0.0805,9.976,10.755,14.845,16.189
88.8,-0.3521,12.6017,0.08048,9.995,10.775,14.873,16.219
88.9,-0.3521,12.6257,0.08047,10.015,10.796,14.901,16.249
89,-0.3521,12.6495,0.08045,10.034,10.817,14.928,16.278
89.1,-0.3521,12.6734,0.08044,10.053,10.838,14.956,16.309
89.2,-0.3521,12.6972,0.08042,10.073,10.858,14.984,16.338
89.3,-0.3521,12.7209,0.08041,10.092,10.879,15.011,16.368
89.4,-0.3521,12.7446,0.08039,10.111,10.899,15.039,16.398
89.5,-0.3521,12.7683,0.08038,10.13,10.92,15.066,16.428
89.6,-0.3521,12.792,0.08037,10.149,10.94,15.094,16.458
89.7,-0.3521,12.8156,0.08035,10.169,10.961,15.121,16.487
89.8,-0.3521,12.8392,0.08034,10.188,10.981,15.149,16.517
89.9,-0.3521,12.8628,0.08033,10.207,11.002,15.176,16.546
90,-0.3521,12.8864,0.08032,10.226,11.022,15.204,16.576
90.1,-0.3521,12.9099,0.08031,10.244,11.043,15.231,16.606
90.2,-0.3521,12.9334,0.0803,10.263,11.063,15.258,16.636
90.3,-0.3521,12.9569,0.0803,10.282,11.083,15.286,16.666
90.4,-0.3521,12.9804,0.08029,10.301,11.103,15.314,16.696
90.5,-0.3521,13.0038,0.08028,10.32,11.123,15.341,16.725
90.6,-0.3521,13.0273,0.08027,10.339,11.144,15.368,16.755
90.7,-0.3521,13.0507,0.08027,10.357,11.164,15.396,16.785
90.8,-0.3521,13.0742,0.08026,10.376,11.184,15.423,16.815
90.9,-0.3521,13.0976,0.08026,10.395,11.204,15.451,16.845
91,-0.3521,13.1209,0.08025,10.414,11.224,15.478,16.874
91.1,-0.3521,13.1443,0.08025,10.432,11.244,15.506,16.904
91.2,-0.3521,13.1677,0.08025,10.451,11.264,15.533,16.934
91.3,-0.3521,13.191,0.08025,10.469,11.284,15.561,16.964
91.4,-0.3521,13.2143,0.08025,10.488,11.304,15.588,16.994
91.5,-0.3521,13.2376,0.08024,10.507,11.324,15.615,17.024
91.6,-0.3521,13.2609,0.08024,10.525,11.344,15.643,17.054
91.7,-0.3521,13.2842,0.08024,10.544,11.364,15.67,17.083
91.8,-0.3521,13.3075,0.08025,10.562,11.384,15.698,17.114
91.9,-0.3521,13.3308,0.08025,10.58,11.404,15.726,17.144
92,-0.3521,13.3541,0.08025,10.599,11.424,15.753,17.174
92.1,-0.3521,13.3773,0.08025,10.617,11.444,15.78,17.204
92.2,-0.3521,13.4006,0.08026,10.635,11.463,15.808,17.234
92.3,-0.3521,13.4239,0.08026,10.654,11.483,15.836,17.264
92.4,-0.3521,13.4472,0.08027,10.672,11.503,15.864,17.295
92.5,-0.3521,13.4705,0.08027,10.691,11.523,15.891,17.325
92.6,-0.3521,13.4937,0.08028,10.709,11.543,15.919,17.355
92.7,-0.3521,13.5171,0.08028,10.727,11.563,15.946,17.385
92.8,-0.3521,13.5404,0.08029,10.745,11.582,15.974,17.416
92.9,-0.3521,13.5637,0.0803,10.764,11.602,16.002,17.446
93,-0.3521,13.587,0.08031,10.782,11.622,16.03,17.477
93.1,-0.3521,13.6104,0.08032,10.8,11.641,16.058,17.508
93.2,-0.3521,13.6338,0.08033,10.818,11.661,16.086,17.538
93.3,-0.3521,13.6572,0.08034,10.837,11.681,16.114,17.569
93.4,-0.3521,13.6806,0.08035,10.855,11.701,16.142,17.6
93.5,-0.3521,13.7041,0.08036,10.873,11.721,16.17,17.63
93.6,-0.3521,13.7275,0.08037,10.891,11.741,16.198,17.661
93.7,-0.3521,13.751,0.08038,10.91,11.76,16.226,17.692
93.8,-0.3521,13.7746,0.0804,10.928,11.78,16.254,17.723
93.9,-0.3521,13.7981,0.08041,10.946,11.8,16.282,17.754
94,-0.3521,13.8217,0.08043,10.964,11.82,16.311,17.786
94.1,-0.3521,13.8454,0.08044,10.983,11.84,16.339,17.817
94.2,-0.3521,13.8691,0.08046,11.001,11.86,16.368,17.849
94.3,-0.3521,13.8928,0.08047,11.02,11.88,16.396,17.88
94.4,-0.3521,13.9165,0.08049,11.038,11.899,16.425,17.911
