# WHO growth reference table, vendored for PoshanNetra AI (Section 6.4).
# source_url: https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/weight-for-age/expanded-tables/wfa-girls-zscore-expanded-tables.xlsx
# retrieved: 2026-08-28
# sha256(source_xlsx): ee3ae12cb96c6c5541cdf43665c03ce6c984f877859a183a5f6104eb06a49a6e
# key column 'Day' is in days; rows: 1857
# sd* columns are WHO's OWN published cut-offs, kept only so the test
# suite can prove our LMS implementation reproduces them exactly.
key,l,m,s,sd3neg,sd2neg,sd2pos,sd3pos
148,-0.0381,6.8384,0.12287,4.742,5.355,8.753,9.912
149,-0.0393,6.8529,0.12284,4.753,5.366,8.772,9.933
150,-0.0404,6.8673,0.12281,4.764,5.378,8.79,9.954
151,-0.0416,6.8816,0.12277,4.775,5.39,8.808,9.974
152,-0.0428,6.8959,0.12274,4.785,5.402,8.826,9.995
153,-0.0439,6.91,0.12271,4.796,5.413,8.844,10.015
154,-0.045,6.9241,0.12268,4.807,5.425,8.862,10.036
155,-0.0462,6.9381,0.12265,4.817,5.436,8.879,10.056
156,-0.0473,6.952,0.12262,4.828,5.448,8.897,10.076
157,-0.0484,6.9659,0.12259,4.838,5.459,8.914,10.096
158,-0.0496,6.9797,0.12256,4.848,5.47,8.932,10.116
159,-0.0507,6.9934,0.12254,4.859,5.482,8.949,10.136
160,-0.0518,7.007,0.12251,4.869,5.493,8.967,10.155
161,-0.0529,7.0205,0.12248,4.879,5.504,8.984,10.175
162,-0.054,7.034,0.12246,4.889,5.515,9.001,10.194
163,-0.0551,7.0474,0.12243,4.899,5.526,9.018,10.214
164,-0.0562,7.0607,0.12241,4.909,5.537,9.035,10.233
165,-0.0573,7.074,0.12238,4.919,5.548,9.051,10.252
166,-0.0583,7.0872,0.12236,4.929,5.558,9.068,10.271
167,-0.0594,7.1003,0.12234,4.938,5.569,9.085,10.29
168,-0.0605,7.1133,0.12231,4.948,5.58,9.101,10.309
169,-0.0615,7.1263,0.12229,4.958,5.59,9.118,10.328
170,-0.0626,7.1393,0.12227,4.968,5.601,9.134,10.347
171,-0.0637,7.1521,0.12225,4.977,5.611,9.151,10.366
172,-0.0647,7.1649,0.12223,4.987,5.622,9.167,10.384
173,-0.0658,7.1776,0.12221,4.996,5.632,9.183,10.403
174,-0.0668,7.1903,0.12219,5.006,5.642,9.199,10.421
175,-0.0678,7.2029,0.12217,5.015,5.653,9.215,10.44
176,-0.0689,7.2154,0.12215,5.024,5.663,9.231,10.458
177,-0.0699,7.2279,0.12214,5.034,5.673,9.247,10.477
178,-0.0709,7.2403,0.12212,5.043,5.683,9.263,10.495
179,-0.0719,7.2527,0.1221,5.052,5.693,9.279,10.513
180,-0.0729,7.265,0.12208,5.061,5.703,9.295,10.531
181,-0.0739,7.2772,0.12207,5.07,5.713,9.31,10.549
