# WHO growth reference table, vendored for PoshanNetra AI (Section 6.4).
# source_url: https://cdn.who.int/media/docs/default-source/child-growth/growth-reference-5-19-years/height-for-age-(5-19-years)/hfa-boys-z-who-2007-exp.xlsx
# retrieved: 2026-08-28
# sha256(source_xlsx): d78fa8cafcab77dcb5f03d71506d92bdcb28f89c642816b6bb0eef466b007466
# key column 'Month' is in months; rows: 168
# sd* columns are WHO's OWN published cut-offs, kept only so the test
# suite can prove our LMS implementation reproduces them exactly.
key,l,m,s,sd3neg,sd2neg,sd2pos,sd3pos
207,1,175.4995,0.04332,152.692,160.294,190.705,198.307
208,1,175.5959,0.04322,152.828,160.417,190.774,198.364
209,1,175.685,0.04311,152.964,160.537,190.833,198.406
210,1,175.7672,0.04301,153.088,160.648,190.887,198.446
211,1,175.8432,0.04291,153.207,160.752,190.934,198.479
212,1,175.9133,0.04281,153.321,160.852,190.975,198.506
213,1,175.9781,0.04271,153.43,160.946,191.01,198.526
214,1,176.038,0.04261,153.535,161.036,191.04,198.541
215,1,176.0935,0.04251,153.636,161.122,191.065,198.551
216,1,176.1449,0.04241,153.734,161.204,191.086,198.556
217,1,176.1925,0.04232,153.823,161.28,191.105,198.562
218,1,176.2368,0.04222,153.915,161.355,191.118,198.559
219,1,176.2779,0.04213,153.998,161.425,191.131,198.558
220,1,176.3162,0.04204,154.079,161.492,191.141,198.553
221,1,176.3518,0.04195,154.158,161.556,191.148,198.546
222,1,176.3851,0.04185,154.24,161.622,191.149,198.53
223,1,176.4162,0.04177,154.309,161.678,191.154,198.523
224,1,176.4453,0.04168,154.383,161.737,191.154,198.508
225,1,176.4724,0.04159,154.454,161.793,191.151,198.491
226,1,176.4976,0.0415,154.524,161.848,191.147,198.472
227,1,176.5211,0.04142,154.587,161.898,191.144,198.456
228,1,176.5432,0.04134,154.648,161.947,191.14,198.438
