# WHO growth reference table, vendored for PoshanNetra AI (Section 6.4).
# source_url: https://cdn.who.int/media/docs/default-source/child-growth/child-growth-standards/indicators/length-height-for-age/expandable-tables/lhfa-boys-zscore-expanded-tables.xlsx
# retrieved: 2026-08-28
# sha256(source_xlsx): c4b1c9029ab9751a5f0888e32f35c7c0287a16d361885cf911ecf23b3f7f6b4f
# key column 'Day' is in days; rows: 1857
# sd* columns are WHO's OWN published cut-offs, kept only so the test
# suite can prove our LMS implementation reproduces them exactly.
key,l,m,s,sd3neg,sd2neg,sd2pos,sd3pos
152,1,65.8912,0.03204,59.558,61.669,70.114,72.225
153,1,65.9518,0.03203,59.614,61.727,70.177,72.289
154,1,66.0121,0.03201,59.673,61.786,70.238,72.351
155,1,66.0721,0.032,59.729,61.843,70.301,72.415
156,1,66.1317,0.03198,59.787,61.902,70.361,72.476
157,1,66.1911,0.03197,59.843,61.959,70.423,72.539
158,1,66.2502,0.03196,59.898,62.015,70.485,72.602
159,1,66.3089,0.03194,59.955,62.073,70.545,72.663
160,1,66.3674,0.03193,60.01,62.129,70.606,72.725
161,1,66.4256,0.03191,60.067,62.186,70.665,72.785
162,1,66.4835,0.0319,60.121,62.242,70.725,72.846
163,1,66.5412,0.03189,60.175,62.297,70.785,72.907
164,1,66.5985,0.03187,60.231,62.354,70.843,72.966
165,1,66.6556,0.03186,60.285,62.408,70.903,73.027
166,1,66.7125,0.03185,60.338,62.463,70.962,73.087
167,1,66.7691,0.03183,60.393,62.519,71.02,73.145
168,1,66.8254,0.03182,60.446,62.573,71.078,73.205
169,1,66.8815,0.03181,60.499,62.626,71.137,73.264
170,1,66.9373,0.0318,60.551,62.68,71.195,73.323
171,1,66.993,0.03179,60.604,62.734,71.252,73.382
172,1,67.0483,0.03177,60.658,62.788,71.309,73.439
173,1,67.1035,0.03176,60.71,62.841,71.366,73.497
174,1,67.1584,0.03175,60.762,62.894,71.423,73.555
175,1,67.2132,0.03174,60.813,62.947,71.48,73.613
176,1,67.2677,0.03173,60.864,62.999,71.537,73.671
177,1,67.3219,0.03171,60.918,63.052,71.591,73.726
178,1,67.376,0.0317,60.969,63.104,71.648,73.783
179,1,67.4299,0.03169,61.019,63.156,71.704,73.84
180,1,67.4836,0.03168,61.07,63.208,71.759,73.897
181,1,67.5371,0.03167,61.12,63.259,71.815,73.954
182,1,67.5904,0.03166,61.171,63.311,71.87,74.01
